jobId,title,companyName,Industry,Clean_City,tagsAndSkills,minimumExperience,minimumSalary,maximumSalary,midSalary
290925907103,Finance Process & Ops Analyst,Accenture,IT/Tech,Bangalore,"forecasting,variance analysis,budgeting,finance process,financial planning,financial analysis,accounts payable,sap",3,0.0,0.0,
290925907095,Inside Sales Account Rep Analyst,Accenture,IT/Tech,Bangalore,"sales,sales account,inside sales,marketing,b2b,tds,accounts payable,party reconciliation",3,0.0,0.0,
290925907021,Pricing Support Analyst,Accenture,IT/Tech,Bangalore,"sap,general accounting,accounting,desktop,productivity,revenue recognition,contract administration,project management",3,0.0,0.0,
290925907019,Procure To Pay Operations Analyst,Accenture,IT/Tech,Bangalore,"accounts payable,invoice processing,accounting,procure to pay,payables,vendor management,accounts receivable,project management",3,0.0,0.0,
290925906926,HR Service Delivery Analyst,Accenture,IT/Tech,Bangalore,"hr service delivery,international bpo,hrsd,hr operations,recruitment,employee relations,human resource management,talent management",3,0.0,0.0,
290925906734,HR Service Delivery Analyst,Accenture,IT/Tech,Bangalore,"international bpo,microsoft office suite,erp systems,servicenow,internet explorer,hr service delivery,employee relations,hrsd",3,0.0,0.0,
290925503644,T&T -EAD Engineering - Data Analyst - Consultant,Deloitte Consulting,IT/Tech,Hyderabad,"Data management,Performance management,Client servicing,Machine learning,Data Analyst,professional services,Research,Business intelligence",2,0.0,0.0,
290925503312,Senior Analyst | Gen AI | Sustainability & Emerging Assurance,Deloitte Consulting,IT/Tech,Bangalore,"Assurance,Senior Analyst,Analytical,Machine learning,Agile,Hypothesis Testing,Analytics,Auditing",2,0.0,0.0,
290925502358,Operations Analyst,ANZ,Other,Bangalore,"Production Lead,Loans,Service level,Production support,Customer support,Customer service,Continuous improvement,Operations",3,0.0,0.0,
290925501904,Analyst - IT Audit,KPMG India,Consulting,Bangalore,"it risk management,risk management,risk assessment,data analysis,information technology,iso,sox compliance,information security",2,0.0,0.0,
290925501763,Sr. Product Marketing Analyst,Broadridge,Other,Bangalore,"digital marketing,product strategy,product life cycle management,business development,market research,product planning,sales,brand management",3,0.0,0.0,
290925501493,"Financial Analyst II, FOAA Payments Accounting",Amazon,IT/Tech,Bangalore,"ledger,accounts receivable,accounts payable,balance sheet,gst,accounting,analysis,general ledger",10,0.0,0.0,
290925501311,"Manager, Product Analyst - Quality",Merck Sharp & Dohme (MSD),Other,Hyderabad,"project management,quality control,automation testing,manual testing,business analysis,final quality,sql server,javascript",3,0.0,0.0,
290925501226,Senior Product Analyst,Broadridge,Other,Bangalore,"bdd,problem solving,product analysis,user stories,capital market,equity,requirement gathering,trade",2,0.0,0.0,
290925501050,Software Engineering - Analyst/Associate - Bengaluru/Hyderabad,Goldman Sachs,Other,Bangalore,"algorithms,rest,c++,python,c,rdbms,software development,scala",2,0.0,0.0,
290925501049,Supply Chain Analyst,ALSTOM India Limited,Other,Bangalore,"erp,data analytics,sap,supply chain,warehouse operations,bi,purchase,logistics",4,0.0,0.0,
290925500505,Corporate Strategy Market Intelligence Analyst,Robert Bosch Engineering and Business Solutions Private Limited,IT/Tech,Hosur,"IT services,Data analysis,Business analysis,market intelligence analyst,Time management,Analytical,Consulting,Manager Technology",4,0.0,0.0,
290925500499,"Senior Analyst, Workforce Strategy and Planning",Walmart,Other,Bangalore,"Data analysis,Workforce planning,Team development,Talent development,Succession planning,Monitoring,Analytics,Project execution",2,0.0,0.0,
290925026979,Analyst/ Senior Analyst,Fidelity National Financial (FNF),Other,Bangalore,"Current Owner Search,Title search,Full Search,Two owner search,Analysis,Current,Searching,Senior",1,0.0,0.0,
290925020433,Regulatory Reporting Analyst,AMERICAN EXPRESS,Ecommerce/Logistics,Hybrid - Bengaluru,"Regulatory Reporting,Power Platform,Power Automate,Regulatory Reports,Powerapps,Reporting,Regulatory",2,0.0,0.0,
290925018825,Analyst -Special Reconciliation Assets,Adecco India,Staffing/HR Services,Bangalore,"Reconciliation,US Mortgage,Account Receivable Billing,Accounts Reconciliation,Accounts Payable,Analysis,Payables,Accounting",1,200000.0,550000.0,375000.0
290925010761,Sales Quality Analyst (International),Teleperformance (TP),Other,Hyderabad,"quality analyst,International,Quality,Quality analysis,Sales",1,450000.0,550000.0,500000.0
260925929569,Data Analyst - L3,Wipro,IT/Tech,Bangalore,"data analysis,data mining,business analytics,dashboards,big data,python,macros,data validation",3,0.0,0.0,
260925929529,Analyst,Wipro,IT/Tech,Bangalore,"customer service,technical support,troubleshooting,client interaction,operational excellence,project management,team management,workforce management",1,0.0,0.0,
260925929502,Business Analyst - L4,Wipro,IT/Tech,Hyderabad,"change request,project management,business analysis,rfi,rfp,charts,test cases,market research",5,0.0,0.0,
260925929496,Cyber Security Analyst - L4,Wipro,IT/Tech,Bangalore,"cyber security,root cause analysis,risk analysis,grc,security monitoring,security operations,it risk management,security assessment",5,0.0,0.0,
260925929376,Cyber Security Analyst - L3,Wipro,IT/Tech,Bangalore,"cyber security,root cause analysis,f5,risk analysis,security monitoring,security operations,it risk management,security assessment",3,0.0,0.0,
260925929256,Lead Analyst,Wipro,IT/Tech,Bangalore,"operations management,compliance reporting,real estate,finance operation,finance,risk management,data analysis,back office operations",5,0.0,0.0,
260925929188,Data Analyst,Wipro,IT/Tech,Hyderabad,"project management,data analysis,customer service,client interaction,operational excellence,six sigma,operations management,process excellence",5,0.0,0.0,
260925929184,Data Analyst - L4,Wipro,IT/Tech,Hyderabad,"data analysis,data warehousing,business analysis,business analytics,data integration,python,macros,data validation",5,0.0,0.0,
260925928826,Analyst,Wipro,IT/Tech,Bangalore,"customer service,investment banking,technical support,troubleshooting,operational excellence,project management,workforce management,problem management",1,0.0,0.0,
260925928763,Data Analyst,Wipro,IT/Tech,Hyderabad,"production,version control,business analysis,sql,stakeholder management,hive,charts,python",3,0.0,0.0,
260925927221,Senior Analyst (Service Desk),Sapiens,Other,Bangalore,"microsoft azure,facilitation,application support,aws,itil,ticketing tools,networking,problem management",4,0.0,0.0,
260925924261,Senior Quality Analyst (ETL Testing),Sapiens,Other,Bangalore,"bi,data warehousing,sql,etl testing,database creation,python,software testing,istqb",5,0.0,0.0,
260925924260,Senior Business Analyst,Sapiens,Other,Bangalore,"test scenarios,business analysis,user stories,reinsurance,solution design,project management,data validation,project development",6,0.0,0.0,
260925917075,System Analyst,Bajaj Finance,BFSI,Bangalore,"JavaScript,Performance Optimization,Tools,Testing Frameworks,npm,Version Control,Management,Angular",6,0.0,0.0,
260925504397,Managed Services Analyst,Iqvia Biotech,IT/Tech,Kochi,"System architecture,Managed services,Project management,Clinical research,Healthcare,Incident management,Life sciences,Monitoring",1,0.0,0.0,
260925504137,Principal Technical Analyst,Oracle,Other,Bangalore,"Unix,Performance tuning,Customer management,Linux,Networking,Oracle DBA,PLSQL,HTML",10,0.0,0.0,
260925503900,Analyst - TPRM-Advisory Services,KPMG India,Consulting,Bangalore,"Networking,Senior Analyst,Focus,Manager Technology,professional services,international clients,Advisory,Technology management",1,0.0,0.0,
260925503841,Analyst Data Governance and Management,AMERICAN EXPRESS,Ecommerce/Logistics,Bangalore,"Product management,Product launch,Data management,Finance,Market research,Data quality,Risk management,Financial services",3,0.0,0.0,
260925503571,Graduate Service Desk Analyst (French Support),AtkinsRéalis,Other,Bangalore,"IT services,Engineering services,French,Networking,Diagnostics,Operating systems,Service desk,Consulting",1,0.0,0.0,
260925503462,Legal Analyst,Invesco,Other,Hyderabad,"Claims,Corporate governance,Litigation,Mutual funds,Diversity and Inclusion,Legal,Corporate,Paralegal",1,0.0,0.0,
260925503421,"Sr FinOps Analyst - Payroll, Payroll",Amazon,IT/Tech,Hyderabad,"Payroll Analyst,Corporate,Financial operations,Manual,HR,Management,Vendor,MS Office",2,0.0,0.0,
260925503416,"Senior FinOps Analyst, Global Financial Audit",Amazon,IT/Tech,Bangalore,"Construction,Claims,Excel,Analytical,VLOOKUP,MS Office,Macros,Operations",1,0.0,0.0,
260925502129,Managed Services Analyst,Iqvia Biotech,IT/Tech,Kochi,"major incident management,project management,service management,itil framework,problem management,service level management,change management,service request management",1,0.0,0.0,
260925501966,Senior Manager Product Analyst - Quality,Merck Sharp & Dohme (MSD),Other,Hyderabad,"project management,rpa,oracle,software development,technical,systems development life cycle,business analysis,project management process",7,0.0,0.0,
260925500601,Sr Analyst 1 - EQRM - Proactive7,DXC Technology,IT/Tech,Hyderabad,"Software testing,GIT,Testing tools,Social media,Automation tools,Javascript,Security testing,Selenium",6,0.0,0.0,
260925500427,SAP GTS Functional Analyst,Apple,Other,Hyderabad,"Computer science,PMP,SAP,MIS,GTS,Risk management,ABAP,Analytics",5,0.0,0.0,
260925500023,"Principal Analyst, Reporting and Analytics",Ocwen Financial Corporation,Other,Bangalore,"Change management,Automation,Operational risk,Business analysis,Analytical,Risk assessment,Business intelligence,Information technology",5,0.0,0.0,
260925023074,Lead Analyst- American Express- Financial Analyst,AMERICAN EXPRESS,Ecommerce/Logistics,Hybrid - Bengaluru,"Accounting,Balance Sheet Reconciliation,Record To Report,Month End Reporting,Intercompany Reconciliation,Journal Entries,End,American",1,0.0,0.0,
260925015351,Business Analyst - Central Finance,Shell,Other,Bangalore,"core finance,sap,sap fi,central finance,asset accounting,fixed assets,accounts receivable,business process modeling",9,0.0,0.0,
240925932857,Analyst - C&RM,Grant Thornton,Consulting,Bangalore,"data management,forecasting,customer service,computer skills,reporting tools,financial analysis,us tax,data warehousing",0,0.0,0.0,
240925500545,PAS EMS Immigration - Advanced Analyst,EY,Other,Bangalore,"Assurance,Political science,Networking,Senior Analyst,Process improvement,Billing,Consulting,Manager Technology",0,0.0,0.0,
230925931108,Service Desk Analyst - L1,Wipro,IT/Tech,Bangalore,"customer service,it service desk,service desk,ti,mis,c++,housekeeping,spi",0,0.0,0.0,
230925924900,Analyst - KYC,eClerx,Other,Hyderabad,"KYC,AML,risk assessment,CDD,anti money laundering,documentation,onboarding,due diligence review",0,0.0,0.0,
230925924881,Analyst - KYC,eClerx,Other,Bangalore,"KYC,aml,risk management,risk assessment,cdd,due diligence,anti money laundering,documentation",0,0.0,0.0,
230925924767,Analyst,eClerx,Other,India,"investment banking,capital market,derivatives,investment banking operations,fixed income,settlements,trading,data management",0,0.0,0.0,
230925924435,Financial Analyst,eClerx,Other,Hyderabad,"Financial Analysis,Capital Market,Global Kyc,Investment Banking,Finance,Equity,Stock Market,Financial Markets",0,0.0,0.0,
230925924421,Financial Analyst,eClerx,Other,Bangalore,"Financial Analysis,Capital Market,Global Kyc,Investment Banking,Finance,Equity,Stock Market,Financial Markets",0,0.0,0.0,
230925924139,Analyst,eClerx,Other,Hyderabad,"rta,financial analysis,project management,data analysis,quality control,team management,forecasting,rostering",0,0.0,0.0,
230925504427,Analyst,Deloitte Consulting,IT/Tech,Hyderabad,"risk management,risk assessment,iso,sox compliance,internal control,risk consulting,operational risk,auditing",0,0.0,0.0,
230925019246,Quality Analyst - QA,Regalix,Other,Hyderabad,"7Qc Tools,Call Audit,International voice process,Quality Tools,Root Cause Analysis,Histogram,Coaching,Pareto Analysis",1,500000.0,700000.0,600000.0
190625013597,Quality Analyst,Regalix,Other,Hyderabad,"Call Audit,7Qc,Quality Tools,International Voice Process,Root Cause Analysis,RCA,Call Monitoring,Coaching",2,0.0,0.0,
180925023279,Opening For data analyst SME / TM @Hyderabad,Cognizant,IT/Tech,Hyderabad,"Data Analytics,Power Bi,SAS,VBA,mis,Snowflake,Data Analysis,Advanced Excel",3,0.0,0.0,
180925023109,Opening For Vendor Analyst - Hyderabad,Cognizant,IT/Tech,Hyderabad,"Vendor Analysis,Vendor Handling,Inventory Management,Vendor Selection,Vendor Relations,Vendor Management,Vendor Registration,Vendor Relationship Management",4,0.0,0.0,
50625016033,Title Analyst/Freshers!!!,Dyuti Technologies,IT/Tech,Bangalore,"Non Voice Process,US Mortgage,Title Search,Searching,Voice,Non voice,Process,Voice process",0,0.0,0.0,
31025919507,Accounting and Reporting Analyst,ABB,Other,Bangalore,"accounts payable,sap,accounting,reporting analysis,financial reporting,hlookup,macros,charts",2,0.0,0.0,
31025912176,Finance Planning & Analysis Analyst,ABB,Other,Bangalore,"sap,sap module,accounting,financial planning,financial planning and analysis,financial analysis,balance sheet,forecasting",3,0.0,0.0,
31025909906,Process Analyst - Digital Operations,SLK Digital,IT/Tech,Bangalore,"production,process operations,r2r,finance,financial statements,financial analysis,project management,operations management",1,0.0,0.0,
31025909310,Process Analyst - Digital Operations,SLK Digital,IT/Tech,Bangalore,"production,process operations,r2r,finance,financial statements,financial analysis,project management,operations management",1,0.0,0.0,
31025909191,Financial Planning & Analysis Analyst - IARE,ABB,Other,Bangalore,"forecasting,variance analysis,budgeting,lease accounting,financial planning,balance sheet,accounts payable,general accounting",3,0.0,0.0,
31025909190,Accounting & Reporting Analyst-Payable,ABB,Other,Bangalore,"accounts reconciliation,sap,invoice processing,sap c4c,mm module,macros,data analysis,mis reporting",2,0.0,0.0,
31025500771,"Analyst, CSR Advisory (Kannada Speaking)",Sattva Consulting,IT/Tech,Bangalore,"CSR,Senior management,Senior Analyst,Project management,Consulting,Corporate,Relationship,Stakeholder management",0,0.0,0.0,
31025500752,Senior Trust Analyst,Atlassian,Other,Bangalore,"Customer acquisition,Product engineering,Assurance,Publishing,Compliance,Consulting,HIPAA,Customer retention",5,0.0,0.0,
11025502312,Space Data Analyst,Jones Lang LaSalle,Other,Bangalore,"data analysis,data management,kpi,ms access,business analysis,problem solving,process improvement,sql",4,0.0,0.0,
11025500827,Senior Business Process Analyst,Light & Wonder,Other,Bangalore,"Computer science,Backend,Project management,Analytical,Web development,Continuous improvement,Information technology,User acceptance testing",4,0.0,0.0,
300925930216,Record To Report Ops Senior Analyst,Accenture,IT/Tech,Jaipur,"balance sheet,journal entries,intercompany reconciliation,balance sheet reconciliation,record to report,general ledger accounting,service operations,variance analysis",5,0.0,0.0,
300925930214,Record To Report Ops Analyst,Accenture,IT/Tech,Jaipur,"voucher entry,balance sheet,journal entries,balance sheet reconciliation,record to report,general ledger accounting,service operations,variance analysis",3,0.0,0.0,
300925930203,Regulatory Compliance Analyst,Accenture,IT/Tech,Chennai,"sap,regulatory,agile testing,peoplesoft,risk management,sox compliance,internal control,operational risk",3,0.0,0.0,
300925930202,Regulatory Compliance Analyst,Accenture,IT/Tech,Chennai,"sap,regulatory,agile testing,peoplesoft,risk management,sox compliance,internal control,operational risk",3,0.0,0.0,
300925930200,Regulatory Compliance Analyst,Accenture,IT/Tech,Chennai,"sap,regulatory,agile testing,control testing,peoplesoft,risk management,sox compliance,internal control",3,0.0,0.0,
300925924101,"Senior Analyst, Algorithm Research & Development (AI)",KLA,Other,Chennai,"sales,electricals,refraction,portfolio,computer vision,transformers,electrical engineering,power transmission",0,0.0,0.0,
300925924099,"Analyst, Algorithm Research & Development (AI/ML)",KLA,Other,Chennai,"c#,python,machine learning,tensorflow,regression modeling,fea,semiconductor,simulation",0,0.0,0.0,
300925923950,"Senior Analyst, Algorithm Development Engineering",KLA,Other,Chennai,"mechanical engineering,ansys,autocad,solid works,engineering analysis,3d modeling,fea,reliability",0,0.0,0.0,
300925918059,Analyst Trainee,Axtria,Other,Delhi NCR,"training analysis,behavioural training,training management,training,soft skills training,process training,quality control,presentation skills",0,0.0,0.0,
300925916624,Sr. Data Analyst - BI & Visualization,Hitech Digital Solutions,IT/Tech,Ahmedabad,"data analysis,dashboard development,power bi,tableau,dashboarding,python,bi,data integrity",5,0.0,0.0,
300925916314,Order To Cash Operations Analyst,Accenture,IT/Tech,Gurugram,"ledger,accounts receivable,order to cash,cash applications,billing,joining formalities,screening,hr generalist activities",3,0.0,0.0,
300925916313,Record To Report Ops Senior Analyst,Accenture,IT/Tech,Chennai,"journal entries,process design,accounting,record to report,taxation,joining formalities,screening,hr generalist activities",5,0.0,0.0,
300925916271,Record To Report Ops Analyst,Accenture,IT/Tech,Chennai,"journal entries,forecasting,accounting,record to report,taxation,joining formalities,screening,hr generalist activities",3,0.0,0.0,
300925916053,Record To Report Ops Analyst,Accenture,IT/Tech,Delhi NCR,"balance sheet,journal entries,forecasting,general ledger,record to report,joining formalities,screening,hr generalist activities",3,0.0,0.0,
300925916046,Inbound Sales Management Senior Analyst - Messaging,Accenture,IT/Tech,Gurugram,"inbound,business development,sales,sales management,sales analysis,joining formalities,screening,hr generalist activities",5,0.0,0.0,
300925915722,Procurement Practice Analyst,Accenture,IT/Tech,Delhi NCR,"sap,procurement operations,power bi,ariba slp,mm module,joining formalities,screening,hr generalist activities",3,0.0,0.0,
300925915708,Banking Operations Analyst,Accenture,IT/Tech,Chennai,"trade finance,commercial banking,wholesale banking,corporate banking,commercial lending,joining formalities,screening,hr generalist activities",3,0.0,0.0,
300925915448,Business Interlock Senior Analyst,Accenture,IT/Tech,Gurugram,"risk management,business analysis,talent development,product management,recruitment,joining formalities,screening,hr generalist activities",5,0.0,0.0,
300925915420,Banking Operations Senior Analyst,Accenture,IT/Tech,Chennai,"quality control,commercial banking,banking operations,wholesale banking,corporate banking,joining formalities,screening,hr generalist activities",5,0.0,0.0,
300925915417,Business Interlock Analyst,Accenture,IT/Tech,Gurugram,"business analysis,training,talent development,recruitment,training need analysis,joining formalities,screening,hr generalist activities",3,0.0,0.0,
300925915161,Delivery Operations Senior Analyst,Accenture,IT/Tech,Chennai,"quality control,banking operations,service delivery,loan operations,lending operations,joining formalities,screening,hr generalist activities",5,0.0,0.0,
300925915121,I&F Decision Sci Practitioner Sr Analyst,Accenture,IT/Tech,Gurugram,"project management,service operations,business development,recruitment,claims,joining formalities,screening,hr generalist activities",5,0.0,0.0,
300925915028,Procure To Pay Operations Analyst,Accenture,IT/Tech,Delhi NCR,"accounts payable,sourcing,procure to pay,sap s hana,procurement,joining formalities,screening,hr generalist activities",3,0.0,0.0,
300925504903,Analyst - IT Audit,KPMG India,Consulting,Gurugram,"Manager Internal Audit,Assurance,Financial statements,SAP,Team management,Cisa,Account management,Oracle",1,0.0,0.0,
300925504901,Project Analyst I,AMERICAN EXPRESS,Ecommerce/Logistics,Gurugram,"Career development,Change management,Interpersonal skills,Operational excellence,Wellness,Visio,Project Analyst,MS Office",1,0.0,0.0,
300925504761,Analyst-Data Analytics,AMERICAN EXPRESS,Ecommerce/Logistics,Gurugram,"Relationship management,Career development,Excel,Business analysis,MIS,Business intelligence,Teradata,Operations",2,0.0,0.0,
300925504549,Clinical Data Analyst,Innovaccer,Other,Delhi NCR,"Data analysis,Claims,SAS,Coding,Healthcare,Customer service,US healthcare,Analytics",3,0.0,0.0,
300925504524,Analyst - Operations Technology,AMERICAN EXPRESS,Ecommerce/Logistics,Gurugram,"Career development,Publishing,Front end,Test scripts,Flex,Scrum,Operations,User acceptance testing",3,0.0,0.0,
300925504370,Analyst | D365 F&O - Functional Finance | Emerging ERP Solutions,Deloitte Consulting,IT/Tech,Delhi NCR,"ERP,Data migration,Data management,Fixed assets,Consulting,X++,Cash management,Budgeting",4,0.0,0.0,
300925504194,"Analyst, Area Sales Manager Gold Loan, Consumer Banking Group",DBS Bank,BFSI,Thoothukudi,"Relationship management,Analytical skills,NBFC,Relationship,Banking,loan sales,Gold loan,Deployment",5,0.0,0.0,
300925504123,EYP-DnA-Data Engineer - Senior Analyst,EY,Other,Delhi NCR,"Microstrategy,Performance tuning,Automation,Business objects,Production support,Cognos,MySQL,Oracle",6,0.0,0.0,
300925503910,IT Platform Analyst,Philips,Other,Chennai,"Analyst,Automation,Enterprise applications,Postgresql,Healthcare,Microsoft Dynamics,Monitoring,CRM",10,0.0,0.0,
300925502693,Analyst,Deloitte Consulting,IT/Tech,Delhi NCR,"Solution architecture,ERP,Data migration,Coding,Process improvement,Analytical,Microsoft applications,Debugging",4,0.0,0.0,
300925502514,Impact Insights Analyst,African Management Institute,Other,Kagal,"Data analysis,Data management,Senior Analyst,Analytical,Market research,power bi,data visualization,Data warehousing",3,0.0,0.0,
300925500765,ESB Claims Analyst,Ford,Other,Chennai,"Service contracts,Analyst,Data analysis,Claims,Claims Analyst,Mechanical,Automobile engineering,Claims processing",1,0.0,0.0,
300925500627,"Analyst, Area Sales Manager Gold Loan, Consumer Banking Group",DBS Bank,BFSI,Warangal,"Relationship management,Analytical skills,NBFC,Banking,loan sales,Gold loan,Deployment,consumer banking",5,0.0,0.0,
300925500295,Sr Analyst II ERP Package Applications,DXC Technology,IT/Tech,Delhi NCR,"Project development,Analyst,PMP,ERP,Coding,Social media,Programming,Application development",5,0.0,0.0,
300925027286,Payroll Analyst,IGT Solutions,IT/Tech,Gurugram,"payroll transactions,Timesheet,Bonus,Payroll Processing,Finance Accounting,Finance Accounts,Payroll,Processing",1,0.0,0.0,
300925022051,Business Analyst,Olx,Other,Gurugram,"Excel,SQL,Python,Business analysis",1,0.0,0.0,
300925017836,ServiceNow Business Analyst,Yamaha Motor Solutions,IT/Tech,Delhi NCR,"css,confluence,facilitation,change management,workflow analysis,html,servicenow development,jira",5,2000000.0,3000000.0,2500000.0
290925926066,Regulatory Compliance Senior Analyst,Accenture,IT/Tech,Chennai,"risk management,agile testing,control testing,agile,sox,sox compliance,internal control,risk advisory",5,0.0,0.0,
290925925998,Financial Plan & Analysis Analyst,Accenture,IT/Tech,Gurugram,"variance analysis,business administration,fpa,financial planning,financial planning and analysis,financial analysis,forecasting,auditing",3,0.0,0.0,
290925925996,Financial Plan & Analysis Senior Analyst,Accenture,IT/Tech,Gurugram,"forecasting,variance analysis,budgeting,business administration,financial planning,financial analysis,business development,auditing",5,0.0,0.0,
290925925994,Financial Plan & Analysis Senior Analyst,Accenture,IT/Tech,Gurugram,"financial analysis,variance analysis,business administration,financial planning,financial planning and analysis,forecasting,business development,auditing",5,0.0,0.0,
290925925993,Financial Plan & Analysis Senior Analyst,Accenture,IT/Tech,Gurugram,"financial analysis,variance analysis,fpa,financial planning,financial planning and analysis,balance sheet,us gaap,auditing",5,0.0,0.0,
290925925860,Measurement & Report Senior Analyst,Accenture,IT/Tech,Delhi NCR,"business reporting,vlookup,reporting and analytics,vba,mis,macros,data analysis,data analytics",5,0.0,0.0,
290925925853,Measurement & Report Analyst,Accenture,IT/Tech,Delhi NCR,"ms access,business reporting,vlookup,vba,mis,macros,data analysis,data analytics",3,0.0,0.0,
290925925846,Business Interlock Analyst,Accenture,IT/Tech,Gurugram,"business analysis,user stories,sql,brd,agile,project management,data analysis,data analytics",3,0.0,0.0,
290925925808,Measurement & Report Analyst,Accenture,IT/Tech,Jaipur,"ms access,business reporting,vlookup,vba,mis,macros,data analysis,data analytics",3,0.0,0.0,
290925925735,Order To Cash Operations Analyst,Accenture,IT/Tech,Jaipur,"customer service,order to cash,cash applications,billing,invoicing,accounts receivable,accounts payable,sap",3,0.0,0.0,
290925925653,App Automation Eng Analyst,Accenture,IT/Tech,Delhi NCR,"rpa,automation anywhere,sales,infrastructure management,robotic process automation,c#,python,macros",3,0.0,0.0,
290925925411,Record To Report Ops Analyst,Accenture,IT/Tech,Jaipur,"voucher entry,balance sheet,journal entries,balance sheet reconciliation,record to report,general ledger accounting,service operations,variance analysis",3,0.0,0.0,
290925925367,Procure To Pay Operations Analyst,Accenture,IT/Tech,Jaipur,"accounts payable,as400,accounting,procure to pay,account management,ledger,accounts receivable,rpg",3,0.0,0.0,
290925925366,Record To Report Ops Senior Analyst,Accenture,IT/Tech,Jaipur,"journal entries,accounting,balance sheet reconciliation,record to report,financial reporting,general ledger accounting,service operations,intercompany reconciliation",5,0.0,0.0,
290925925340,Record To Report Ops Senior Analyst,Accenture,IT/Tech,Jaipur,"balance sheet,journal entries,intercompany reconciliation,balance sheet reconciliation,record to report,general ledger accounting,service operations,variance analysis",5,0.0,0.0,
290925925310,Customer Contact Comms Analyst,Accenture,IT/Tech,Gurugram,"market research,marketing,service desk,product management,customer analysis,competitor analysis,project management,business analysis",3,0.0,0.0,
290925925253,Analytics and Modeling Senior Analyst,Accenture,IT/Tech,Gurugram,"macros,reporting and analytics,advanced excel,data visualization,quantitative analysis,sap bi,data mining,sfdc",5,0.0,0.0,
290925925252,Analytics and Modeling Senior Analyst,Accenture,IT/Tech,Gurugram,"macros,reporting and analytics,advanced excel,data visualization,quantitative analysis,sap bi,data mining,sfdc",5,0.0,0.0,
290925925251,Analytics and Modeling Senior Analyst,Accenture,IT/Tech,Gurugram,"macros,reporting and analytics,advanced excel,data visualization,quantitative analysis,sap bi,data mining,sfdc",5,0.0,0.0,
290925925250,Analytics and Modeling Senior Analyst,Accenture,IT/Tech,Gurugram,"macros,reporting and analytics,advanced excel,data visualization,quantitative analysis,sap bi,data mining,sfdc",5,0.0,0.0,
290925925209,Regulatory Compliance Analyst,Accenture,IT/Tech,Chennai,"sap,regulatory,agile testing,peoplesoft,risk management,sox compliance,internal control,operational risk",3,0.0,0.0,
290925925006,Financial Plan & Analysis Analyst,Accenture,IT/Tech,Gurugram,"forecasting,variance analysis,budgeting,performance reporting,financial planning,financial analysis,accounts receivable,accounts payable",3,0.0,0.0,
290925924995,Procure To Pay Operations Senior Analyst,Accenture,IT/Tech,Jaipur,"accounts payable,invoice processing,accounting,procure to pay,p2p,vendor management,accounts receivable,project management",5,0.0,0.0,
290925924817,Business Interlock Analyst,Accenture,IT/Tech,Gurugram,"business analysis,human resource management,talent development,talent management,recruitment,hr generalist activities,corporate hr,strategic hr",3,0.0,0.0,
290925924610,Sales Operations Senior Analyst,Accenture,IT/Tech,Gurugram,"order management,presentation skills,facilitation,sales,lms,crm systems,service operations,microsoft office suite",5,0.0,0.0,
290925924566,Record To Report Ops Analyst,Accenture,IT/Tech,Chennai,"accounts reconciliation,journal entries,accounting,general ledger,record to report,hlookup,macros,service operations",3,0.0,0.0,
290925924289,Order To Cash Operations Analyst,Accenture,IT/Tech,Gurugram,"erp,oracle,customer service,b2b collection,order to cash,accounts receivable,accounts payable,sales order",3,0.0,0.0,
290925924276,Measurement & Report Senior Analyst,Accenture,IT/Tech,Jaipur,"business reporting,vlookup,reporting and analytics,vba,mis,macros,data analysis,data analytics",5,0.0,0.0,
290925924017,Financial Plan & Analysis Senior Analyst,Accenture,IT/Tech,Gurugram,"forecasting,variance analysis,accounting,fpa,finance,financial analysis,budgetary control,auditing",5,0.0,0.0,
290925923805,Business Interlock Analyst,Accenture,IT/Tech,Gurugram,"business analysis,human resource management,talent development,talent management,recruitment,hr generalist activities,corporate hr,AIOC-S01551225",3,0.0,0.0,
290925923565,Record To Report Ops Analyst,Accenture,IT/Tech,Jaipur,"voucher entry,balance sheet,journal entries,balance sheet reconciliation,record to report,general ledger accounting,service operations,variance analysis",3,0.0,0.0,
290925923561,Regulatory Compliance Senior Analyst,Accenture,IT/Tech,Chennai,"risk management,control testing,agile,sox,AIOC-S01591793,sox compliance,internal control,risk advisory",5,0.0,0.0,
290925923442,Record To Report Ops Analyst,Accenture,IT/Tech,Jaipur,"voucher entry,balance sheet,journal entries,balance sheet reconciliation,record to report,general ledger accounting,service operations,variance analysis",3,0.0,0.0,
290925923343,Order To Cash Operations Analyst,Accenture,IT/Tech,Gurugram,"master data management,order to cash,cash applications,mdm,otc,accounts receivable,accounts payable,sap",5,0.0,0.0,
290925923287,Procure To Pay Operations Senior Analyst,Accenture,IT/Tech,Gurugram,"accounts payable,invoice processing,accounting,procure to pay,payables,vendor management,accounts receivable,project management",5,0.0,0.0,
290925923284,Procure To Pay Operations Analyst,Accenture,IT/Tech,Gurugram,"accounts payable,invoice processing,accounting,procure to pay,payables,vendor management,accounts receivable,project management",3,0.0,0.0,
290925923281,Record To Report Ops Analyst,Accenture,IT/Tech,Gurugram,"accounts reconciliation,journal entries,forecasting,general ledger,record to report,hlookup,macros,service operations",3,0.0,0.0,
290925923259,Order To Cash Operations Analyst,Accenture,IT/Tech,Gurugram,"credit management,accounting,order to cash,assessment,accounting system,tds,balance sheet,sales order",3,0.0,0.0,
